Argument ID	Openness to change	Self-enhancement	Conservation	Self-transcendence
A21233	1	0	1	1
A21234	0	0	0	1
A21235	0	1	1	1
A21236	1	0	1	0
A21237	0	0	1	1
A21238	1	1	0	1
A21239	0	0	1	1
A21240	0	1	1	1
A21241	1	1	0	1
A21242	0	0	1	1
A21244	1	0	0	0
A21246	0	1	1	0
A21247	0	0	1	1
A21248	0	0	1	1
A21249	0	0	1	1
A21250	1	1	1	1
A21251	0	1	1	0
A21252	1	0	1	1
A21253	0	1	1	0
A21254	0	0	1	1
A21255	0	0	1	1
A21256	1	1	0	1
A21257	1	0	0	0
A21258	0	0	1	1
A21259	1	0	0	1
A21260	0	0	1	1
A21261	0	0	1	1
A21262	0	1	0	1
A21263	0	0	1	0
A21264	0	0	0	1
A21265	0	1	1	0
A21266	1	0	0	0
A21267	0	1	1	1
A21268	1	1	1	1
A21271	0	1	1	1
A21272	0	0	1	1
A21273	0	0	1	0
A21275	1	1	0	1
A21276	1	1	0	1
A21277	0	1	1	1
A21278	0	1	1	1
A21279	0	0	1	1
A21280	1	1	0	0
A21281	1	0	1	1
A21283	0	0	1	1
A21284	0	0	1	1
A21285	1	1	1	0
A21286	1	1	0	1
A21287	1	0	0	0
A21288	1	0	1	1
A21289	1	1	1	1
A21290	1	1	1	1
A21291	1	1	1	0
A21292	1	1	1	1
A21294	0	1	0	1
A21295	1	0	1	0
A21296	0	0	0	1
A21297	0	1	1	1
A21299	0	0	1	1
A21301	0	0	1	1
A21302	0	0	0	1
A21303	0	1	1	0
A21306	1	1	1	0
A21307	1	0	1	0
A21308	0	0	1	1
A21309	1	1	0	1
A21310	0	1	1	1
A21311	0	0	1	1
A21312	0	1	1	1
A21313	0	0	1	1
A21316	0	0	1	1
A21317	1	1	0	0
A21318	0	0	1	1
A21319	0	0	1	0
A21320	0	0	1	1
A21321	1	0	1	0
A21322	0	0	0	1
A21323	0	0	0	1
A21324	1	0	1	1
A21326	0	1	1	1
A21327	1	0	0	1
A21328	1	1	1	1
A21329	1	1	0	1
A21330	1	0	1	1
A21331	0	0	0	1
A21335	1	0	0	1
A21336	0	1	1	1
A21337	0	1	0	1
A21338	0	1	1	0
A21339	0	0	1	1
A21340	1	1	0	1
A21341	1	1	1	1
A21342	0	0	1	0
A21343	0	0	1	1
A21344	0	0	1	1
A21345	0	0	1	0
A21347	0	0	1	1
A21348	1	0	1	1
A21349	0	0	1	1
A21350	1	1	0	1
A21351	1	1	1	1
A21352	0	1	1	1
A21353	0	0	1	1
A21354	0	1	0	1
A21356	0	1	1	0
A21357	0	1	1	1
A21358	1	1	0	1
A21359	1	0	1	1
A21360	1	0	0	1
A21361	1	1	1	1
A21362	0	1	1	0
A21363	0	1	1	1
A21365	0	1	1	1
A21367	0	1	1	1
A21368	1	0	1	1
A21369	0	0	1	1
A21370	1	1	1	1
A21371	0	0	1	1
A21372	1	0	1	0
A21373	0	0	1	1
A21374	0	0	0	1
A21375	0	0	1	1
A21377	0	1	1	1
A21378	0	0	1	1
A21379	1	0	1	0
A21382	0	0	1	1
A21383	1	0	0	1
A21385	0	0	1	1
A21386	0	1	1	1
A21388	0	0	1	1
A21389	1	0	0	0
A21390	1	0	1	1
A21391	0	0	0	1
A21392	1	0	0	1
A21393	0	0	1	1
A21394	0	0	0	1
A21396	0	0	1	1
A21397	1	1	0	1
A21398	0	0	1	1
A21399	1	0	1	1
A21401	1	1	1	1
A21402	0	1	1	0
A21403	0	1	1	0
A21404	1	1	1	1
A21405	1	1	1	1
A21406	0	1	1	1
A21407	1	1	1	1
A21408	0	0	1	1
A21409	1	0	1	1
A21410	0	1	1	1
A21411	1	1	1	0
A21412	0	0	1	1
A21414	1	1	0	1
A21416	1	0	1	1
A21417	1	0	1	1
A21418	1	1	1	1
A21419	1	1	1	1
A21420	1	1	0	1
A21421	1	1	1	1
A21422	1	1	1	1
A21423	1	1	1	1
A21425	1	0	1	1
A21426	0	1	1	0
A21428	0	1	0	0
A21429	0	1	1	1
A21430	0	0	1	1
A21432	1	1	0	1
A21433	1	0	1	1
A21434	0	1	0	0
A21435	0	1	0	1
A21436	0	0	1	1
A21437	1	0	1	1
A21438	1	0	1	1
A21439	0	1	0	1
A21440	1	1	0	1
A21441	0	1	0	0
A21442	0	1	1	1
A21443	1	0	1	1
A21445	0	1	0	0
A21446	0	0	1	1
A21447	0	0	1	1
A21449	0	0	1	1
A21450	0	0	1	1
A21451	0	0	1	1
A21452	0	0	1	1
A21453	0	1	0	1
A21454	0	1	1	1
A21455	1	0	1	1
A21456	1	0	0	0
A21457	1	0	1	0
A21458	1	0	1	0
A21461	0	0	1	1
A21462	0	0	0	1
A21464	0	1	1	0
A21465	0	1	1	1
A21466	0	1	1	1
A21467	1	1	1	1
A21468	0	1	1	1
A21469	1	1	1	1
A21470	1	1	0	1
A21471	0	0	1	1
A21473	1	1	1	1
A21474	0	1	0	1
A21475	1	1	1	1
A21476	0	1	1	0
A21478	0	0	1	0
A21480	0	1	0	0
A21481	0	0	1	1
A21482	1	1	0	1
A21483	0	0	1	1
A21484	1	1	1	1
A21485	1	0	0	0
A21486	0	0	1	1
A21487	1	0	1	1
A21488	0	1	1	1
A21489	0	1	1	1
A21490	0	0	1	1
A21491	0	1	1	1
A21492	0	1	1	1
A21493	0	0	1	0
A21494	0	0	0	1
A21495	0	0	1	1
A21496	1	1	0	0
A21497	0	0	1	1
A21498	0	0	1	1
A21499	0	0	1	1
A21500	0	0	1	0
A22001	0	0	0	1
A22002	1	1	0	1
A22003	1	1	1	1
A22004	0	0	1	1
A22005	1	0	1	1
A22006	0	0	1	1
A22007	0	1	1	1
A22008	0	1	1	1
A22009	0	0	1	1
A22010	1	0	0	0
A22011	1	1	0	0
A22017	0	0	1	1
A22018	1	0	1	1
A22019	0	1	1	1
A22020	0	1	1	1
A22021	1	0	0	1
A22022	1	1	0	1
A22024	1	1	1	1
A22025	1	1	1	1
A22026	0	1	0	1
A22027	0	1	1	0
A22028	1	0	0	1
A22029	0	1	1	1
A22030	0	1	0	1
A22031	0	0	1	0
A22032	1	0	1	0
A22033	0	0	0	1
A22034	1	0	1	1
A22036	1	0	1	1
A22038	0	0	0	1
A22039	1	1	1	0
A22040	0	0	1	1
A22041	1	1	1	1
A22044	0	0	0	1
A22045	0	0	1	1
A22046	1	1	1	1
A22047	0	1	1	1
A22048	0	0	1	1
A22049	1	0	0	1
A22052	0	0	1	0
A22053	0	1	0	0
A22054	1	1	1	1
A22055	0	1	1	0
A22056	0	0	1	1
A22057	1	0	1	0
A22058	1	1	1	1
A22059	1	1	0	0
A22060	0	1	1	1
A22062	1	0	1	1
A22063	1	1	1	1
A22064	0	0	0	1
A22065	1	0	1	1
A22066	1	0	1	1
A22067	0	0	1	1
A22068	0	0	0	1
A22069	1	0	0	1
A22070	0	1	1	0
A22071	0	0	1	1
A22072	0	0	1	1
A22073	0	1	1	1
A22074	1	1	1	1
A22075	0	1	1	1
A22076	0	0	1	1
A22077	0	1	1	1
A22078	1	0	1	1
A22079	0	1	0	1
A22081	1	1	0	1
A22082	0	1	1	1
A22083	0	1	1	1
A22085	0	0	0	1
A22086	0	0	1	1
A22087	1	1	0	1
A22088	0	0	1	1
A22089	1	1	1	1
A22090	0	0	1	1
A22091	1	0	1	1
A22092	1	1	0	1
A22095	1	1	0	1
A22096	0	1	1	1
A22098	1	1	1	1
A22099	1	1	0	0
A22100	0	1	1	1
A22101	0	0	1	1
A22102	0	0	0	1
A22103	0	0	1	1
A22104	0	1	1	1
A22105	0	0	1	1
A22107	0	1	1	1
A22108	0	1	1	1
A22109	1	0	1	0
A22110	0	1	1	0
A22111	0	0	1	1
A22112	0	0	1	1
A22114	1	1	1	1
A22115	0	0	0	1
A22116	0	1	0	1
A22117	1	1	1	1
A22118	0	0	1	1
A22119	0	0	1	1
A22120	1	1	1	1
A22121	0	0	1	1
A22122	0	0	0	1
A22123	1	0	1	0
A22124	1	0	1	0
A22125	1	1	1	0
A22126	0	0	1	1
A22127	1	1	1	1
A22128	0	1	1	1
A22130	1	1	1	0
A22131	1	0	0	1
A22132	0	0	1	1
A22133	0	1	1	1
A22134	0	1	1	1
A22135	0	1	1	1
A22136	0	1	1	1
A22137	0	1	1	1
A22138	0	0	1	1
A22140	1	1	1	1
A22141	1	1	1	1
A22142	1	0	1	0
A22143	0	0	1	1
A22145	0	0	1	1
A22146	0	1	1	1
A22147	1	1	1	1
A22149	1	0	0	1
A22150	0	1	1	1
A22151	0	0	1	1
A22152	0	0	1	1
A22153	0	1	1	1
A22154	0	1	1	1
A22155	1	1	1	0
A22157	1	0	1	0
A22158	0	0	0	1
A22161	1	1	1	1
A22163	1	0	1	1
A22166	0	0	1	1
A22167	1	1	0	1
A22168	1	1	1	1
A22171	0	0	1	1
A22172	0	0	1	1
A22173	0	0	1	1
A22174	0	0	1	1
A22175	1	1	1	1
A22178	1	1	1	1
A22179	0	1	1	1
A22181	0	0	1	0
A22182	0	0	1	1
A22183	0	1	1	1
A22184	1	1	0	1
A22185	0	1	1	1
A22186	1	0	1	1
A22187	1	0	1	1
A22188	1	0	1	1
A22189	1	1	1	1
A22190	0	0	1	1
A22191	0	1	1	1
A22192	0	1	1	1
A22193	0	0	0	1
A22194	1	0	0	1
A22195	0	0	1	1
A22196	1	0	1	1
A22197	0	0	1	1
A22198	0	0	0	1
A22199	0	0	1	0
A22202	0	0	1	1
A22203	1	0	1	1
A22204	0	0	1	1
A22205	0	0	1	1
A22206	0	0	0	1
A22207	0	0	0	1
A22208	1	0	0	1
A22209	0	1	1	1
A22210	0	1	1	0
A22211	0	0	0	1
A22212	1	1	0	1
A22213	0	0	1	0
A22214	1	1	1	1
A22215	0	1	1	0
A22216	0	0	1	1
A22217	0	0	1	1
A22218	0	1	1	1
A22219	0	0	0	1
A22220	0	0	1	1
A22221	0	0	1	1
A22222	1	1	1	1
A22223	0	1	0	1
A22224	0	0	1	1
A22225	0	0	1	1
A22226	0	0	0	1
A22227	0	1	1	1
A22229	0	0	0	1
A22230	1	1	1	1
A22231	0	0	0	1
A22233	0	0	1	0
A22235	0	1	1	1
A22237	0	1	1	1
A22238	0	1	1	0
A22239	1	1	0	1
A22240	0	0	1	1
A22242	1	1	0	1
A22243	0	0	0	1
A22244	0	1	1	1
A22245	0	1	1	1
A22246	0	1	1	1
A22247	0	1	1	1
A22248	1	1	1	1
A22249	1	1	1	1
A22250	0	0	1	1
A22252	0	0	1	1
A22253	1	1	1	1
A22254	0	0	1	1
A22255	1	0	1	0
A22256	1	1	0	1
A22257	1	0	0	0
A22258	1	1	1	1
A22260	1	1	1	0
A22261	1	1	0	1
A22262	0	0	1	1
A22263	1	0	1	1
A22264	0	0	1	1
A22265	0	1	1	0
A22266	1	1	0	1
A22267	1	0	1	1
A22268	1	1	0	1
A22269	1	0	0	1
A22270	0	0	1	1
A22272	0	1	1	1
A22273	0	1	1	0
A22274	1	0	1	1
A22275	1	0	0	1
A22276	0	0	1	1
A22277	0	1	1	1
A22278	0	0	1	1
A22279	1	1	0	1
A22281	1	0	0	1
A22282	0	0	1	1
A22283	1	0	0	0
A22284	1	1	0	0
A22285	1	0	0	0
A22286	0	1	0	0
A22287	0	1	1	1
A22288	1	1	0	1
A22289	1	0	0	0
A22290	0	0	1	1
A22291	1	0	1	0
A22292	0	0	1	1
A22293	0	0	1	1
A22294	0	1	1	1
A22295	0	0	1	1
A22297	1	0	0	0
A22298	0	0	1	1
A22299	0	0	0	1
A22300	0	0	1	1
A22301	0	1	1	1
A22302	1	0	1	1
A22304	0	0	1	1
A22305	1	1	1	0
A22306	0	0	1	1
A22307	0	0	1	1
A22308	1	1	0	1
A22309	0	0	1	1
A22310	0	0	1	1
A22311	0	0	1	1
A22312	1	1	0	1
A22313	0	1	1	1
A22314	0	1	1	0
A22315	1	0	1	1
A22316	0	1	1	1
A22317	0	0	1	1
A22318	1	1	1	1
A22319	0	0	0	1
A22321	0	0	1	1
A22323	0	1	0	1
A22324	1	0	1	1
A22325	0	1	1	1
A22326	0	1	1	1
A22327	1	1	0	0
A22328	1	1	1	1
A22329	0	0	1	1
A22330	0	0	1	1
A22331	1	1	1	1
A22332	1	1	1	1
A22335	1	0	1	1
A22336	0	0	1	1
A22337	1	1	0	1
A22338	1	1	1	1
A22339	1	1	1	1
A22340	1	0	1	1
A22341	0	0	1	0
A22342	0	1	1	1
A22343	0	0	1	1
A22345	1	1	0	0
A22347	0	0	1	0
A22348	0	0	1	1
A22349	1	1	1	0
A22350	1	1	1	1
A22351	0	0	1	0
A22353	1	1	1	1
A22354	1	1	1	1
A22355	0	0	1	0
A22356	1	1	0	0
A22357	1	0	1	1
A22358	1	1	0	1
A22359	1	0	0	1
A22360	0	0	1	1
A22361	1	0	1	1
A22362	0	0	1	1
A22363	1	0	1	0
A22364	0	0	1	1
A22365	1	0	0	1
A22367	1	1	0	0
A22368	0	1	1	1
A22370	1	1	1	0
A22371	0	0	1	0
A22372	1	0	1	1
A22374	1	0	1	1
A22375	0	1	1	1
A22376	0	0	1	1
A22377	0	1	1	0
A22378	0	0	1	1
A22379	0	0	1	0
A22380	0	0	1	1
A22381	0	1	0	1
A22382	1	1	1	1
A22383	0	1	1	1
A22384	0	1	1	1
A22385	0	0	1	1
A22386	0	1	1	1
A22387	0	1	1	1
A22388	1	0	1	1
A22389	0	0	1	1
A22390	0	1	1	1
A22391	1	1	0	1
A22392	1	1	1	0
A22393	0	0	1	0
A22394	0	1	1	1
A22396	1	1	0	1
A22397	1	1	1	1
A22398	1	1	1	0
A22400	0	0	1	1
A22401	1	0	1	0
A22402	1	0	1	1
A22404	0	0	0	1
A22405	1	0	1	0
A22408	0	0	1	0
A22409	1	0	1	1
A22410	0	0	1	1
A22411	0	0	1	1
A22412	0	0	1	1
A22413	0	0	1	1
A22414	0	1	1	0
A22415	0	0	1	1
A22416	1	0	1	0
A22417	0	1	1	1
A22418	0	0	1	1
A22419	0	1	1	1
A22420	1	0	1	0
A22421	1	1	1	1
A22423	1	1	1	1
A22424	1	1	0	1
A22425	1	0	0	1
A22426	0	0	1	0
A22427	0	1	1	0
A22428	0	1	0	1
A22429	0	1	1	1
A22430	0	0	0	1
A22431	1	1	0	0
A22432	1	1	1	1
A22433	0	1	1	1
A22434	1	0	0	1
A22435	1	0	0	1
A22436	0	1	1	1
A22437	0	0	1	1
A22439	1	1	1	1
A22440	0	1	1	1
A22443	0	1	1	1
A22444	0	0	1	1
A22445	0	1	1	0
A22446	1	0	1	1
A22447	0	0	0	1
A22448	0	0	1	1
A22449	0	1	1	1
A22450	0	0	1	1
A22453	1	1	1	1
A22455	0	0	1	0
A22457	0	0	1	1
A22458	0	1	1	1
A22459	0	0	1	0
A22460	0	0	1	1
A22461	0	0	1	1
A22463	0	0	1	1
A22464	0	0	1	0
A22467	1	1	1	1
A22468	1	0	0	0
A22469	1	1	0	1
A22470	0	0	1	1
A22471	1	1	1	1
A22472	0	1	1	1
A22473	0	0	1	1
A22474	0	1	0	1
A22475	0	0	1	1
A22477	0	0	1	1
A22480	0	0	1	1
A22481	0	1	1	1
A22482	0	1	1	1
A22484	1	1	1	0
A22485	0	1	1	1
A22486	0	1	1	1
A22487	0	1	1	1
A22488	1	1	0	1
A22489	0	0	1	1
A22490	1	0	1	1
A22491	1	0	1	1
A22492	1	1	1	1
A22493	0	0	1	1
A22494	1	1	1	1
A22495	1	1	1	1
A22496	0	1	1	1
A22497	1	0	1	1
A22498	1	1	1	1
A22499	0	0	1	1
A22500	1	1	1	1
A23001	0	0	1	1
A23002	1	1	0	0
A23003	0	1	0	0
A23004	1	1	0	0
A23005	0	0	1	0
A23006	1	1	1	0
A23008	0	0	1	1
A23009	1	0	0	1
A23010	0	0	1	1
A23011	0	0	1	1
A23012	1	1	1	1
A23013	1	0	1	1
A23014	0	1	1	1
A23015	1	0	0	1
A23016	1	0	1	1
A23017	1	0	1	0
A23018	0	0	1	1
A23019	1	1	1	1
A23023	1	0	1	1
A23024	0	1	0	1
A23025	1	1	0	0
A23026	0	1	0	0
A23027	0	1	0	0
A23028	0	0	1	0
A23029	0	1	0	1
A23030	0	1	0	0
A23031	1	1	1	1
A23032	1	0	1	1
A23033	0	1	1	0
A23034	0	0	0	1
A23035	0	0	1	1
A23036	0	0	1	1
A23037	0	0	1	0
A23039	0	1	1	1
A23040	0	1	1	1
A23041	1	0	1	0
A23043	0	0	1	1
A23044	1	0	0	1
A23045	0	0	1	0
A23046	0	1	1	1
A23047	1	1	0	0
A23048	0	0	1	1
A23050	0	0	1	1
A23051	0	0	1	1
A23052	0	1	1	1
A23053	1	0	0	1
A23054	0	0	0	1
A23055	1	0	0	0
A23056	1	0	1	1
A23058	0	0	1	1
A23060	0	1	1	0
A23061	0	0	1	1
A23062	0	1	1	1
A23063	0	1	1	1
A23064	0	0	1	1
A23065	1	1	1	1
A23066	0	0	1	1
A23067	1	0	0	1
A23068	1	0	1	1
A23069	0	1	1	1
A23070	0	1	1	1
A23071	0	1	1	0
A23072	0	0	1	1
A23074	0	0	1	0
A23076	0	1	1	1
A23077	0	0	1	1
A23078	0	1	0	0
A23079	0	0	0	1
A23080	0	1	1	0
A23081	1	0	0	1
A23082	0	0	1	1
A23083	0	0	1	1
A23084	1	1	1	0
A23085	1	1	1	1
A23086	0	0	1	1
A23087	1	0	1	1
A23088	0	0	1	0
A23090	1	0	0	0
A23091	0	0	1	1
A23092	0	0	1	1
A23093	0	1	1	1
A23094	0	0	1	1
A23095	1	0	0	1
A23096	0	0	1	0
A23097	0	0	0	1
A23098	0	0	1	1
A23099	1	1	0	1
A23100	0	0	0	1
A23101	0	1	1	1
A23102	0	0	0	1
A23103	0	0	0	1
A23104	0	0	1	1
A23105	0	0	1	1
A23107	1	0	0	0
A23108	0	0	1	1
A23110	0	0	1	1
A23113	1	0	1	1
A23114	0	0	1	1
A23115	0	1	0	0
A23117	0	0	1	0
A23120	1	1	0	1
A23121	1	0	1	0
A23122	0	0	0	1
A23123	0	0	1	1
A23124	0	1	1	1
A23125	0	1	1	0
A23126	1	0	1	1
A23127	0	0	1	0
A23128	0	0	1	1
A23129	1	0	1	1
A23130	0	1	0	1
A23131	0	1	1	1
A23132	0	1	0	0
A23133	0	1	1	0
A23134	0	1	1	0
A23135	1	0	1	0
A23136	0	1	0	1
A23137	0	1	0	1
A23138	0	0	1	1
A23139	0	0	0	1
A23142	0	1	1	1
A23144	0	1	1	1
A23145	0	0	1	1
A23146	0	1	1	0
A23147	0	0	1	1
A23148	0	1	0	1
A23149	1	0	1	1
A23150	1	0	1	0
A23151	0	1	1	1
A23152	1	0	0	0
A23153	1	1	0	1
A23154	1	0	1	0
A23155	0	1	1	1
A23156	0	0	1	1
A23157	0	1	1	1
A23158	1	0	1	1
A23159	0	1	1	1
A23160	0	0	0	1
A23161	0	0	1	1
A23164	0	0	1	0
A23165	1	1	0	1
A23166	0	1	1	1
A23167	0	0	1	1
A23168	0	1	1	0
A23169	1	1	0	0
A23170	1	1	0	0
A23172	0	0	1	0
A23173	0	1	1	1
A23175	0	1	0	0
A23177	1	1	0	0
A23178	1	0	0	1
A23180	0	0	1	1
A23181	0	0	1	1
A23182	0	0	0	1
A23183	1	0	1	1
A23184	0	0	0	1
A23185	0	0	1	1
A23186	0	1	0	0
A23187	1	0	0	1
A23188	0	1	0	0
A23190	1	1	0	0
A23192	1	0	1	1
A23193	0	1	1	0
A23194	1	0	1	0
A23195	0	1	1	0
A23196	0	1	1	1
A23197	0	0	1	1
A23198	0	0	1	1
A23199	0	1	1	1
A23200	0	0	1	0
A23202	0	0	1	1
A23203	0	1	1	1
A23204	0	1	1	1
A23205	0	0	1	1
A23206	0	1	1	1
A23208	0	0	1	0
A23209	0	1	1	1
A23212	0	0	1	1
A23213	0	0	1	1
A23214	0	0	1	1
A23215	0	0	1	1
A23216	1	1	1	1
A23217	1	1	0	1
A23218	1	1	0	1
A23220	0	1	1	0
A23221	1	0	1	1
A23223	1	0	1	1
A23224	0	0	1	1
A23226	1	0	1	0
A23227	1	0	0	1
A23228	1	0	0	1
A23229	0	0	0	1
A23230	0	0	0	1
A23231	0	0	1	1
A23232	0	1	1	1
A23233	0	1	1	1
A23234	0	1	1	1
A23235	0	0	1	1
A23236	0	0	1	1
A23237	0	1	1	0
A23238	1	0	1	0
A23239	0	0	1	1
A23242	0	1	1	0
A23243	1	0	1	1
A23246	0	0	1	1
A23247	0	0	1	1
A23248	0	0	1	1
A23250	0	0	1	0
A23252	0	1	1	0
A23254	0	1	0	1
A23255	0	1	1	0
A23256	0	0	1	1
A23257	0	0	1	1
A23258	0	0	1	1
A23259	1	0	1	0
A23260	0	1	1	1
A23261	1	0	0	1
A23262	0	0	1	1
A23263	0	0	1	0
A23264	0	0	1	1
A23265	0	0	1	1
A23266	0	1	1	1
A23268	0	1	1	1
A23270	0	0	1	1
A23271	0	0	1	1
A23272	1	0	1	1
A23273	0	1	0	1
A23274	0	0	1	1
A23275	0	0	1	1
A23276	0	0	1	1
A23277	0	0	1	1
A23278	1	1	1	1
A23279	1	0	0	0
A23280	0	1	1	1
A23281	0	1	1	1
A23282	1	1	1	1
A23283	0	1	1	1
A23284	0	0	0	1
A23285	0	0	1	1
A23286	0	0	1	1
A23287	1	0	1	0
A23288	0	1	1	1
A23289	0	0	0	1
A23290	1	0	1	1
A23291	1	1	0	0
A23292	1	0	1	0
A23293	0	0	1	1
A23294	1	0	1	1
A23295	0	0	1	1
A23296	0	0	1	1
A23297	0	0	1	1
A23298	1	0	1	1
A23300	0	0	1	1
A23301	0	1	1	1
A23303	1	0	1	1
A23305	0	1	1	1
A23306	0	0	1	1
A23307	0	1	1	1
A23308	1	1	0	1
A23309	0	0	0	1
A23310	0	1	1	1
A23311	0	0	1	1
A23312	1	0	1	0
A23313	0	1	0	1
A23314	1	1	1	0
A23315	1	1	1	1
A23317	1	0	1	1
A23318	1	0	0	1
A23319	0	1	1	1
A23320	0	1	1	1
A23322	0	1	0	1
A23323	0	0	1	0
A23324	0	0	1	1
A23326	1	0	1	1
A23327	0	1	1	1
A23328	1	0	1	1
A23329	0	1	1	1
A23330	0	1	1	1
A23332	0	0	1	1
A23333	0	1	1	1
A23334	1	0	0	1
A23335	0	0	1	1
A23336	0	0	1	1
A23337	0	0	1	1
A23338	0	1	1	1
A23339	0	1	1	1
A23340	0	0	1	1
A23342	0	1	0	1
A23343	0	0	1	1
A23345	1	1	1	1
A23346	0	1	1	1
A23347	0	0	1	1
A23348	1	0	1	1
A23349	0	1	1	1
A23350	1	1	0	0
A23351	0	0	1	1
A23352	0	0	1	1
A23353	1	0	1	1
A23354	0	0	0	1
A23357	0	0	1	1
A23358	0	0	1	1
A23359	1	0	1	1
A23360	1	1	0	0
A23362	0	0	1	1
A23363	0	1	1	0
A23364	1	0	1	1
A23365	1	0	0	1
A23366	1	1	0	0
A23367	0	0	0	1
A23368	0	0	1	1
A23369	1	1	1	1
A23372	0	0	1	0
A23373	0	0	1	1
A23374	1	1	0	1
A23375	0	0	1	1
A23376	0	1	0	1
A23377	1	0	1	0
A23379	0	1	0	1
A23380	0	0	1	0
A23381	1	1	1	1
A23382	1	0	1	1
A23383	1	0	1	1
A23384	0	0	1	1
A23385	0	1	1	1
A23386	0	1	0	0
A23387	0	0	1	1
A23389	0	0	1	0
A23390	0	0	1	0
A23391	0	0	1	1
A23392	0	1	1	1
A23393	0	1	0	1
A23394	1	0	1	1
A23396	0	1	1	1
A23397	0	0	1	1
A23398	0	0	1	1
A23399	0	0	1	1
A23400	0	1	0	1
A23401	1	1	0	1
A23402	0	1	0	1
A23403	1	0	0	0
A23404	0	1	1	1
A23405	1	1	0	0
A23406	1	1	0	0
A23407	0	1	1	1
A23409	0	0	1	1
A23410	0	1	1	1
A23411	0	1	0	0
A23412	0	0	1	1
A23413	0	0	1	1
A23414	0	1	1	1
A23415	0	0	1	1
A23416	0	1	1	1
A23417	1	0	0	1
A23418	0	0	1	1
A23419	1	0	1	1
A23421	0	1	1	1
A23422	0	0	1	1
A23425	1	0	0	1
A23426	1	1	0	1
A23427	0	0	1	1
A23429	1	1	1	1
A23430	0	0	1	1
A23431	1	1	0	1
A23432	0	0	1	0
A23433	1	0	0	1
A23435	0	0	0	1
A23436	0	0	0	1
A23437	1	1	1	0
A23438	0	0	1	1
A23439	1	1	1	1
A23440	0	1	0	1
A23441	1	0	1	1
A23442	0	0	1	0
A23443	1	1	0	0
A23444	0	0	1	1
A23445	1	0	1	1
A23446	1	0	0	1
A23447	0	1	1	1
A23448	0	0	1	1
A23449	1	0	1	1
A23450	0	0	0	1
A23451	0	1	1	0
A23453	1	0	1	1
A23454	0	1	1	1
A23455	0	1	1	1
A23456	0	1	1	1
A23458	0	0	1	1
A23459	0	0	1	1
A23460	1	0	0	1
A23461	0	1	1	1
A23462	0	1	1	1
A23463	0	0	1	1
A23465	1	0	1	1
A23466	1	1	0	0
A23467	1	0	1	1
A23468	0	1	1	1
A23470	0	0	1	1
A23471	0	1	1	1
A23472	0	0	1	1
A23473	0	0	1	1
A23474	0	0	1	1
A23475	0	0	0	1
A23476	0	0	1	1
A23477	0	1	0	0
A23478	1	0	1	1
A23479	0	1	1	1
A23481	0	1	1	1
A23482	0	0	1	0
A23483	1	1	1	0
A23484	0	0	1	1
A23485	0	1	1	1
A23486	0	0	1	1
A23488	0	0	1	1
A23489	1	0	0	0
A23490	1	1	0	0
A23491	0	0	1	1
A23492	1	0	1	1
A23493	1	1	1	0
A23494	0	1	1	1
A23495	0	1	1	0
A23496	1	0	0	0
A23497	1	0	1	1
A23498	1	1	1	1
A23499	0	0	1	0
A23500	1	1	1	1
A24001	0	0	0	1
A24002	1	0	1	1
A24003	1	0	1	0
A24004	0	0	1	1
A24005	1	1	0	1
A24006	0	0	1	1
A24007	0	0	1	1
A24008	0	0	1	1
A24009	0	0	1	1
A24011	1	1	1	1
A24013	0	0	1	1
A24014	0	0	0	1
A24016	0	1	1	1
A24018	1	0	1	0
A24019	0	1	1	0
A24020	0	0	1	1
A24021	0	0	1	1
A24022	0	0	1	1
A24023	1	0	1	1
A24024	0	1	1	1
A24025	1	0	1	1
A24026	0	0	1	0
A24027	1	0	1	0
A24029	0	0	1	1
A24030	1	0	1	0
A24031	0	0	1	1
A24032	0	0	1	1
A24033	1	1	0	1
A24034	1	0	1	1
A24035	1	0	1	0
A24036	0	0	1	0
A24037	0	0	1	1
A24038	0	0	1	1
A24039	0	1	1	0
A24040	1	0	1	1
A24041	0	0	0	1
A24042	1	0	0	1
A24043	1	1	0	1
A24044	1	1	0	1
A24045	1	0	0	0
A24046	0	0	1	1
A24047	1	0	0	1
A24049	0	1	1	1
A24050	1	0	1	1
A24051	0	1	1	1
A24052	0	1	0	1
A24053	0	1	1	1
A24054	1	0	1	0
A24055	0	0	1	1
A24056	0	0	0	1
A24057	0	0	1	1
A24058	0	1	1	0
A24059	1	1	0	0
A24062	1	0	1	1
A24063	0	1	0	0
A24064	1	0	1	1
A24065	0	0	0	1
A24066	0	1	1	1
A24067	1	1	0	1
A24068	0	0	1	1
A24069	0	0	1	1
A24070	0	0	0	1
A24071	0	1	1	0
A24073	0	0	1	1
A24074	0	1	1	0
A24075	0	1	1	1
A24077	0	1	1	1
A24078	1	0	0	1
A24079	1	1	0	1
A24080	0	0	1	1
A24081	0	0	1	1
A24082	0	1	1	0
A24083	0	0	0	1
A24084	0	0	1	1
A24085	0	1	1	1
A24086	0	0	1	1
A24087	0	0	1	0
A24088	1	0	0	1
A24089	0	0	1	1
A24091	1	1	0	1
A24092	0	1	1	1
A24093	0	1	1	1
A24094	0	0	1	1
A24095	1	1	0	1
A24096	0	1	1	1
A24097	1	0	1	1
A24098	0	0	1	1
A24099	0	1	1	1
A24100	1	0	1	0
